user,mean_login_hour,mean_logout_hour,files_per_day,usb_per_day,emails_per_day,out_of_session_access
user1915,9.0,17.0,3.0,0.0,0.0,1
user1916,6.0,13.0,1.0,0.0,0.0,1
user1917,7.0,15.0,3.0,0.0,0.0,2
user1918,9.0,19.0,2.0,0.0,0.0,1
user1919,10.0,18.0,2.0,0.0,0.0,2
user1920,7.0,13.0,1.0,0.0,0.0,0
user1921,9.0,17.0,3.0,0.0,0.0,1
user1922,6.0,13.0,2.0,0.0,0.0,2
user1923,9.0,17.0,3.0,0.0,0.0,2
user1924,7.0,17.0,2.0,0.0,0.0,1
user1925,8.0,15.0,1.0,0.0,0.0,0
user1926,9.0,16.0,1.0,0.0,0.0,1
user1927,7.0,14.0,1.0,0.0,0.0,1
user1928,8.0,15.0,3.0,0.0,0.0,3
user1929,7.0,14.0,3.0,0.0,0.0,2
user1930,10.0,17.0,2.0,0.0,0.0,2
user1931,6.0,12.0,3.0,0.0,0.0,2
user1932,9.0,15.0,3.0,0.0,0.0,2
user1933,10.0,19.0,2.0,0.0,0.0,2
user1934,8.0,16.0,2.0,0.0,0.0,2
user1935,9.0,19.0,1.0,0.0,0.0,0
user1936,8.0,15.0,2.0,0.0,0.0,1
user1937,10.0,19.0,1.0,0.0,0.0,1
user1938,7.0,17.0,2.0,0.0,0.0,2
user1939,7.0,17.0,1.0,0.0,0.0,1
user1940,9.0,19.0,3.0,0.0,0.0,3
user1941,6.0,14.0,1.0,0.0,0.0,0
user1942,9.0,16.0,3.0,0.0,0.0,2
user1943,9.0,19.0,1.0,0.0,0.0,1
user1944,9.0,15.0,2.0,0.0,0.0,1
user1945,6.0,13.0,3.0,0.0,0.0,3
user1946,9.0,15.0,3.0,0.0,0.0,2
user1947,8.0,18.0,2.0,0.0,0.0,2
user1948,8.0,18.0,1.0,0.0,0.0,1
user1949,8.0,16.0,1.0,0.0,0.0,0
user1950,9.0,17.0,1.0,0.0,0.0,1
user1951,8.0,17.0,1.0,0.0,0.0,0
user1952,9.0,18.0,2.0,0.0,0.0,1
user1953,8.0,17.0,2.0,0.0,0.0,2
user1954,8.0,15.0,1.0,0.0,0.0,0
user1955,10.0,20.0,2.0,0.0,1.0,2
user1956,7.0,13.0,2.0,0.0,0.0,1
user1957,8.0,15.0,3.0,0.0,0.0,1
user1958,10.0,19.0,2.0,0.0,0.0,1
user1959,7.0,14.0,3.0,0.0,0.0,3
user1960,9.0,15.0,1.0,0.0,0.0,1
user1961,7.0,16.0,3.0,0.0,0.0,1
user1962,7.0,17.0,2.0,0.0,1.0,1
user1963,10.0,18.0,3.0,0.0,0.0,2
user1964,9.0,17.0,2.0,0.0,0.0,1
user1965,10.0,20.0,1.0,0.0,0.0,0
user1966,6.0,12.0,1.0,0.0,0.0,0
user1967,7.0,14.0,3.0,0.0,0.0,2
user1968,8.0,14.0,3.0,0.0,1.0,1
user1969,9.0,17.0,2.0,0.0,0.0,2
user1970,8.0,16.0,3.0,0.0,0.0,2
user1971,10.0,18.0,2.0,0.0,0.0,1
user1972,8.0,17.0,1.0,0.0,0.0,1
user1973,6.0,16.0,3.0,0.0,0.0,2
user1974,7.0,17.0,1.0,0.0,0.0,1
user1975,10.0,18.0,1.0,0.0,0.0,1
user1976,8.0,18.0,2.0,0.0,0.0,0
user1977,9.0,18.0,1.0,0.0,0.0,0
user1978,6.0,16.0,3.0,0.0,0.0,1
user1979,8.0,15.0,1.0,0.0,0.0,1
user1980,7.0,15.0,1.0,0.0,0.0,1
user1981,9.0,19.0,3.0,0.0,0.0,2
user1982,10.0,16.0,2.0,0.0,0.0,1
user1983,6.0,14.0,3.0,0.0,0.0,1
user1984,7.0,15.0,3.0,0.0,0.0,2
user1985,8.0,16.0,2.0,0.0,0.0,1
user1986,10.0,19.0,3.0,0.0,0.0,1
user1987,8.0,17.0,2.0,0.0,0.0,1
user1988,8.0,18.0,2.0,0.0,0.0,0
user1989,10.0,19.0,1.0,0.0,0.0,1
user1990,7.0,13.0,3.0,0.0,0.0,3
user1991,7.0,14.0,3.0,0.0,0.0,3
user1992,8.0,14.0,2.0,0.0,0.0,0
user1993,7.0,16.0,3.0,0.0,0.0,2
user1994,6.0,12.0,2.0,0.0,0.0,1
user1995,9.0,15.0,1.0,0.0,0.0,1
user1996,6.0,15.0,3.0,0.0,0.0,3
user1997,10.0,16.0,2.0,0.0,0.0,2
user1998,6.0,16.0,2.0,0.0,0.0,0
user1999,7.0,16.0,3.0,0.0,0.0,1
user2000,8.0,15.0,2.0,0.0,0.0,2
user2001,8.0,15.0,2.0,0.0,0.0,1
user2002,7.0,14.0,2.0,0.0,0.0,1
user2003,6.0,14.0,3.0,0.0,0.0,3
user2004,8.0,17.0,3.0,0.0,0.0,2
user2005,9.0,19.0,1.0,0.0,0.0,0
user2006,8.0,17.0,2.0,0.0,0.0,2
user2007,7.0,17.0,2.0,0.0,0.0,2
user2008,7.0,17.0,2.0,0.0,0.0,2
user2009,9.0,19.0,3.0,0.0,0.0,2
user2010,9.0,19.0,3.0,0.0,0.0,1
user2011,8.0,16.0,1.0,0.0,0.0,1
user2012,9.0,16.0,3.0,0.0,0.0,3
user2013,6.0,14.0,1.0,0.0,0.0,1
user2014,8.0,16.0,2.0,0.0,0.0,1
user2015,7.0,13.0,1.0,0.0,0.0,1
user2016,6.0,13.0,1.0,0.0,0.0,0
user2017,8.0,17.0,2.0,0.0,0.0,1
user2018,10.0,19.0,3.0,0.0,0.0,3
user2019,9.0,15.0,3.0,0.0,0.0,3
user2020,9.0,17.0,1.0,0.0,0.0,0
user2021,10.0,16.0,3.0,0.0,0.0,2
user2022,10.0,17.0,1.0,0.0,0.0,1
user2023,9.0,19.0,1.0,0.0,0.0,1
user2024,9.0,16.0,1.0,0.0,0.0,1
user2025,7.0,16.0,3.0,0.0,0.0,0
user2026,9.0,17.0,3.0,0.0,0.0,1
user2027,6.0,13.0,2.0,0.0,0.0,1
user2028,10.0,20.0,2.0,0.0,0.0,1
user2029,8.0,18.0,2.0,0.0,0.0,1
user2030,8.0,15.0,3.0,0.0,0.0,3
user2031,6.0,13.0,3.0,0.0,0.0,3
user2032,8.0,17.0,3.0,0.0,0.0,1
user2033,10.0,18.0,1.0,0.0,0.0,1
user2034,10.0,17.0,2.0,0.0,0.0,2
user2035,8.0,15.0,3.0,0.0,0.0,2
user2036,6.0,12.0,2.0,0.0,0.0,1
user2037,7.0,15.0,2.0,0.0,0.0,1
user2038,8.0,17.0,3.0,0.0,1.0,3
user2039,6.0,12.0,2.0,0.0,0.0,2
user2040,7.0,16.0,1.0,0.0,0.0,1
user2041,7.0,16.0,2.0,0.0,0.0,2
user2042,8.0,17.0,2.0,0.0,0.0,1
user2043,8.0,14.0,3.0,0.0,0.0,2
user2044,8.0,15.0,2.0,0.0,0.0,2
user2045,6.0,15.0,3.0,0.0,0.0,1
user2046,6.0,15.0,1.0,0.0,0.0,0
user2047,7.0,15.0,3.0,0.0,0.0,1
user2048,9.0,15.0,3.0,0.0,0.0,2
user2049,6.0,13.0,1.0,0.0,0.0,0
user2050,9.0,18.0,2.0,0.0,0.0,1
user2051,7.0,13.0,3.0,0.0,0.0,2
user2052,7.0,13.0,1.0,0.0,0.0,1
user2053,10.0,17.0,3.0,0.0,0.0,2
user2054,9.0,17.0,1.0,0.0,0.0,1
user2055,8.0,14.0,3.0,0.0,0.0,2
user2056,10.0,16.0,1.0,0.0,0.0,1
user2057,8.0,16.0,3.0,0.0,0.0,3
user2058,7.0,13.0,3.0,0.0,0.0,1
user2059,7.0,14.0,1.0,0.0,1.0,1
user2060,9.0,15.0,3.0,0.0,0.0,2
user2061,7.0,15.0,1.0,0.0,0.0,0
user2062,10.0,19.0,3.0,0.0,0.0,1
user2063,7.0,13.0,3.0,0.0,1.0,3
user2064,10.0,19.0,1.0,0.0,0.0,1
user2065,10.0,18.0,2.0,0.0,1.0,0
user2066,6.0,13.0,2.0,0.0,0.0,2
user2067,9.0,19.0,3.0,0.0,0.0,1
user2068,8.0,14.0,2.0,0.0,0.0,2
user2069,6.0,13.0,2.0,0.0,0.0,2
user2070,10.0,16.0,1.0,0.0,0.0,1
user2071,7.0,14.0,2.0,0.0,1.0,1
user2072,8.0,16.0,3.0,0.0,0.0,3
user2073,9.0,16.0,3.0,0.0,0.0,2
user2074,6.0,15.0,3.0,0.0,0.0,0
user2075,8.0,15.0,1.0,0.0,0.0,1
user2076,8.0,14.0,2.0,0.0,0.0,1
user2077,9.0,18.0,2.0,0.0,1.0,1
user2078,10.0,20.0,3.0,0.0,0.0,0
user2079,9.0,19.0,1.0,0.0,0.0,0
user2080,7.0,15.0,3.0,0.0,0.0,2
user2081,8.0,17.0,3.0,0.0,0.0,1
user2082,8.0,18.0,3.0,0.0,0.0,2
user2083,10.0,16.0,2.0,0.0,0.0,2
user2084,10.0,19.0,1.0,0.0,0.0,0
user2085,8.0,16.0,2.0,0.0,0.0,1
user2086,10.0,19.0,1.0,0.0,0.0,1
user2087,6.0,16.0,1.0,0.0,0.0,1
user2088,9.0,16.0,2.0,0.0,0.0,2
user2089,6.0,14.0,1.0,0.0,0.0,0
user2090,10.0,18.0,2.0,0.0,0.0,2
user2091,6.0,16.0,2.0,0.0,0.0,1
user2092,9.0,19.0,1.0,0.0,0.0,1
user2093,9.0,19.0,1.0,0.0,0.0,0
user2094,7.0,15.0,1.0,0.0,0.0,0
user2095,8.0,16.0,1.0,0.0,0.0,1
user2096,6.0,16.0,3.0,0.0,1.0,0
user2097,6.0,13.0,3.0,0.0,0.0,1
user2098,7.0,13.0,2.0,0.0,0.0,1
user2099,7.0,16.0,1.0,0.0,0.0,1
user2100,7.0,13.0,2.0,0.0,0.0,1
user2101,10.0,19.0,2.0,0.0,1.0,2
user2102,9.0,19.0,3.0,0.0,0.0,2
user2103,10.0,16.0,1.0,0.0,0.0,1
user2104,8.0,18.0,3.0,0.0,1.0,1
user2105,6.0,13.0,2.0,0.0,0.0,1
user2106,9.0,15.0,1.0,0.0,0.0,1
user2107,9.0,15.0,1.0,0.0,0.0,1
user2108,8.0,17.0,2.0,0.0,0.0,2
user2109,8.0,14.0,3.0,0.0,0.0,3
user2110,10.0,20.0,3.0,0.0,0.0,3
user2111,6.0,12.0,2.0,0.0,0.0,2
user2112,8.0,15.0,2.0,0.0,0.0,2
user2113,10.0,16.0,1.0,0.0,0.0,1
user2114,7.0,16.0,1.0,0.0,0.0,0
user2115,7.0,17.0,1.0,0.0,0.0,1
user2116,7.0,14.0,1.0,0.0,0.0,1
user2117,10.0,20.0,2.0,0.0,0.0,0
user2118,9.0,15.0,3.0,0.0,0.0,3
user2119,10.0,19.0,1.0,0.0,0.0,1
user2120,9.0,15.0,1.0,0.0,0.0,1
user2121,7.0,14.0,1.0,0.0,0.0,0
user2122,10.0,20.0,3.0,0.0,0.0,1
user2123,8.0,15.0,2.0,0.0,0.0,2
user2124,10.0,19.0,2.0,0.0,0.0,0
user2125,8.0,16.0,1.0,0.0,0.0,1
user2126,10.0,18.0,2.0,0.0,0.0,2
user2127,9.0,18.0,3.0,0.0,0.0,2
user2128,8.0,15.0,3.0,0.0,0.0,3
user2129,10.0,17.0,3.0,0.0,0.0,3
user2130,9.0,19.0,2.0,0.0,0.0,0
user2131,8.0,17.0,2.0,0.0,1.0,1
user2132,9.0,15.0,3.0,0.0,0.0,2
user2133,6.0,16.0,1.0,0.0,0.0,1
user2134,6.0,13.0,2.0,0.0,0.0,1
user2135,8.0,16.0,2.0,0.0,0.0,2
user2136,7.0,15.0,2.0,0.0,0.0,2
user2137,6.0,14.0,1.0,0.0,0.0,1
user2138,10.0,20.0,3.0,0.0,0.0,2
user2139,10.0,20.0,2.0,0.0,0.0,2
user2140,7.0,13.0,3.0,0.0,0.0,2
user2141,9.0,16.0,2.0,0.0,0.0,2
user2142,7.0,15.0,3.0,0.0,0.0,2
user2143,10.0,17.0,2.0,0.0,0.0,1
user2144,8.0,16.0,3.0,0.0,0.0,1
user2145,6.0,15.0,1.0,0.0,0.0,1
user2146,10.0,17.0,1.0,0.0,1.0,0
user2147,6.0,14.0,3.0,0.0,0.0,3
user2148,9.0,18.0,2.0,0.0,0.0,2
user2149,10.0,16.0,2.0,0.0,0.0,2
user2150,10.0,18.0,3.0,0.0,0.0,1
user2151,6.0,16.0,3.0,0.0,0.0,2
user2152,9.0,15.0,2.0,0.0,0.0,1
user2153,8.0,17.0,3.0,0.0,1.0,2
user2154,9.0,15.0,1.0,0.0,0.0,0
user2155,7.0,17.0,1.0,0.0,0.0,1
user2156,6.0,15.0,3.0,0.0,0.0,2
user2157,6.0,16.0,2.0,0.0,0.0,1
user2158,6.0,16.0,3.0,0.0,0.0,1
user2159,10.0,18.0,3.0,0.0,0.0,2
user2160,10.0,17.0,3.0,0.0,0.0,3
user2161,7.0,16.0,2.0,0.0,0.0,1
user2162,9.0,19.0,2.0,0.0,0.0,2
user2163,10.0,16.0,2.0,0.0,0.0,1
user2164,7.0,15.0,3.0,0.0,0.0,1
user2165,9.0,16.0,2.0,0.0,0.0,1
user2166,8.0,17.0,3.0,0.0,0.0,1
user2167,10.0,16.0,1.0,0.0,0.0,1
user2168,10.0,18.0,1.0,0.0,0.0,1
user2169,6.0,16.0,3.0,0.0,0.0,2
user2170,9.0,16.0,2.0,0.0,0.0,2
user2171,7.0,17.0,2.0,0.0,0.0,1
user2172,7.0,16.0,1.0,0.0,0.0,1
user2173,10.0,20.0,2.0,0.0,1.0,2
user2174,10.0,20.0,2.0,0.0,0.0,1
user2175,7.0,13.0,1.0,0.0,0.0,1
user2176,8.0,17.0,2.0,0.0,1.0,1
user2177,8.0,18.0,1.0,0.0,0.0,1
user2178,6.0,15.0,1.0,0.0,0.0,1
user2179,9.0,17.0,2.0,0.0,0.0,2
user2180,7.0,15.0,3.0,0.0,0.0,2
user2181,10.0,16.0,2.0,0.0,0.0,2
user2182,8.0,16.0,2.0,0.0,0.0,0
user2183,10.0,19.0,1.0,0.0,0.0,0
user2184,10.0,19.0,3.0,0.0,0.0,1
user2185,6.0,13.0,3.0,0.0,0.0,1
user2186,7.0,15.0,3.0,0.0,0.0,2
user2187,7.0,13.0,1.0,0.0,0.0,1
user2188,6.0,12.0,2.0,0.0,0.0,1
user2189,7.0,14.0,1.0,0.0,1.0,1
user2190,8.0,16.0,3.0,0.0,0.0,2
user2191,6.0,15.0,3.0,0.0,0.0,2
user2192,9.0,17.0,3.0,0.0,0.0,2
user2193,7.0,17.0,2.0,0.0,0.0,1
user2194,7.0,17.0,1.0,0.0,0.0,1
user2195,10.0,18.0,1.0,0.0,0.0,0
user2196,10.0,20.0,1.0,0.0,0.0,0
user2197,7.0,13.0,1.0,0.0,0.0,1
user2198,9.0,19.0,1.0,0.0,0.0,1
user2199,6.0,13.0,2.0,0.0,1.0,2
user2200,6.0,13.0,1.0,0.0,0.0,1
user2201,10.0,16.0,1.0,0.0,0.0,1
user2202,9.0,15.0,2.0,0.0,0.0,2
user2203,6.0,14.0,3.0,0.0,0.0,2
user2204,8.0,14.0,2.0,0.0,0.0,0
user2205,6.0,15.0,1.0,0.0,0.0,1
user2206,7.0,17.0,1.0,0.0,0.0,0
user2207,6.0,14.0,1.0,0.0,0.0,0
user2208,9.0,19.0,3.0,0.0,0.0,1
user2209,10.0,17.0,2.0,0.0,0.0,2
user2210,7.0,16.0,3.0,0.0,1.0,3
user2211,10.0,16.0,2.0,0.0,0.0,2
user2212,6.0,16.0,3.0,0.0,1.0,1
user2213,8.0,17.0,3.0,0.0,0.0,0
user2214,9.0,16.0,2.0,0.0,0.0,2
user2215,6.0,14.0,2.0,0.0,0.0,1
user2216,8.0,16.0,2.0,0.0,0.0,1
user2217,7.0,15.0,2.0,0.0,0.0,2
user2218,6.0,14.0,1.0,0.0,0.0,1
user2219,9.0,15.0,2.0,0.0,0.0,1
user2220,10.0,17.0,3.0,0.0,1.0,3
user2221,7.0,16.0,1.0,0.0,1.0,1
user2222,7.0,16.0,3.0,0.0,1.0,2
user2223,10.0,20.0,1.0,0.0,0.0,0
user2224,7.0,14.0,1.0,0.0,0.0,1
user2225,10.0,19.0,2.0,0.0,0.0,1
user2226,8.0,18.0,3.0,0.0,0.0,1
user2227,8.0,18.0,3.0,0.0,0.0,1
user2228,7.0,14.0,2.0,0.0,0.0,2
user2229,10.0,17.0,3.0,0.0,0.0,2
user2230,7.0,17.0,2.0,0.0,0.0,2
user2231,7.0,14.0,2.0,0.0,0.0,1
user2232,10.0,17.0,3.0,0.0,0.0,2
user2233,8.0,18.0,1.0,0.0,0.0,0
user2234,10.0,16.0,2.0,0.0,0.0,1
user2235,7.0,14.0,1.0,0.0,0.0,0
user2236,6.0,14.0,1.0,0.0,0.0,1
user2237,9.0,17.0,2.0,0.0,0.0,0
user2238,9.0,17.0,1.0,0.0,0.0,0
user2239,7.0,14.0,3.0,0.0,0.0,2
user2240,6.0,13.0,2.0,0.0,0.0,0
user2241,6.0,16.0,2.0,0.0,0.0,1
user2242,10.0,20.0,2.0,0.0,0.0,2
user2243,10.0,17.0,3.0,0.0,0.0,2
user2244,10.0,17.0,3.0,0.0,1.0,2
user2245,6.0,12.0,1.0,0.0,0.0,1
user2246,9.0,19.0,3.0,0.0,0.0,0
user2247,10.0,18.0,1.0,0.0,0.0,1
user2248,7.0,16.0,2.0,0.0,0.0,0
user2249,9.0,16.0,2.0,0.0,0.0,1
user2250,7.0,14.0,1.0,0.0,0.0,1
user2251,6.0,12.0,1.0,0.0,0.0,1
user2252,8.0,15.0,2.0,0.0,0.0,2
user2253,7.0,14.0,3.0,0.0,0.0,3
user2254,6.0,15.0,3.0,0.0,0.0,2
user2255,10.0,18.0,1.0,0.0,0.0,1
user2256,9.0,16.0,3.0,0.0,0.0,2
user2257,9.0,15.0,2.0,0.0,0.0,2
user2258,10.0,19.0,3.0,0.0,0.0,1
user2259,8.0,18.0,2.0,0.0,0.0,2
user2260,10.0,20.0,1.0,0.0,0.0,0
user2261,10.0,16.0,3.0,0.0,0.0,2
user2262,10.0,19.0,1.0,0.0,1.0,0
user2263,9.0,15.0,1.0,0.0,0.0,1
user2264,7.0,17.0,3.0,0.0,0.0,2
user2265,9.0,15.0,1.0,0.0,0.0,1
user2266,10.0,20.0,3.0,0.0,0.0,0
user2267,6.0,14.0,1.0,0.0,0.0,1
user2268,9.0,17.0,1.0,0.0,0.0,0
user2269,8.0,15.0,2.0,0.0,1.0,2
user2270,9.0,19.0,2.0,0.0,0.0,1
user2271,6.0,16.0,1.0,0.0,0.0,1
user2272,7.0,16.0,2.0,0.0,0.0,1
user2273,6.0,16.0,2.0,0.0,0.0,1
user2274,6.0,16.0,2.0,0.0,0.0,1
user2275,10.0,19.0,3.0,0.0,1.0,3
user2276,9.0,18.0,3.0,0.0,1.0,0
user2277,6.0,15.0,1.0,0.0,1.0,1
user2278,10.0,17.0,1.0,0.0,0.0,1
user2279,9.0,17.0,1.0,0.0,1.0,1
user2280,8.0,15.0,3.0,0.0,0.0,3
user2281,6.0,12.0,2.0,0.0,0.0,0
user2282,9.0,17.0,1.0,0.0,1.0,1
user2283,6.0,15.0,2.0,0.0,0.0,2
user2284,10.0,17.0,1.0,0.0,0.0,1
user2285,9.0,18.0,1.0,0.0,0.0,1
user2286,6.0,13.0,3.0,0.0,0.0,2
user2287,8.0,15.0,3.0,0.0,0.0,3
user2288,7.0,14.0,1.0,0.0,0.0,1
user2289,7.0,13.0,3.0,0.0,0.0,3
user2290,9.0,17.0,3.0,0.0,0.0,1
user2291,9.0,16.0,3.0,0.0,0.0,0
user2292,6.0,13.0,1.0,0.0,0.0,1
user2293,7.0,17.0,3.0,0.0,0.0,3
user2294,8.0,17.0,3.0,0.0,0.0,2
user2295,9.0,18.0,1.0,0.0,0.0,1
user2296,10.0,16.0,2.0,0.0,0.0,2
user2297,10.0,19.0,2.0,0.0,0.0,1
user2298,7.0,17.0,2.0,0.0,0.0,1
user2299,9.0,18.0,3.0,0.0,0.0,2
user2300,9.0,19.0,2.0,0.0,0.0,1
user2301,10.0,17.0,2.0,0.0,0.0,2
user2302,10.0,20.0,1.0,0.0,0.0,0
user2303,10.0,17.0,3.0,0.0,1.0,2
user2304,6.0,13.0,3.0,0.0,0.0,2
user2305,6.0,14.0,3.0,0.0,0.0,3
user2306,6.0,12.0,1.0,0.0,0.0,0
user2307,10.0,20.0,1.0,0.0,1.0,0
user2308,8.0,14.0,3.0,0.0,0.0,3
user2309,6.0,15.0,1.0,0.0,0.0,1
user2310,7.0,15.0,2.0,0.0,0.0,1
user2311,10.0,20.0,3.0,0.0,1.0,1
user2312,10.0,20.0,1.0,0.0,0.0,1
user2313,7.0,17.0,3.0,0.0,0.0,2
user2314,8.0,14.0,2.0,0.0,0.0,2
user2315,6.0,14.0,2.0,0.0,0.0,0
user2316,8.0,17.0,3.0,0.0,0.0,3
user2317,6.0,15.0,3.0,0.0,0.0,2
user2318,10.0,18.0,3.0,0.0,0.0,3
user2319,9.0,15.0,1.0,0.0,0.0,1
user2320,8.0,18.0,2.0,0.0,0.0,2
user2321,9.0,16.0,3.0,0.0,0.0,2
user2322,7.0,13.0,1.0,0.0,0.0,1
user2323,6.0,16.0,3.0,0.0,0.0,1
user2324,6.0,16.0,2.0,0.0,0.0,1
user2325,8.0,18.0,3.0,0.0,0.0,2
user2326,8.0,18.0,2.0,0.0,0.0,2
user2327,10.0,18.0,1.0,0.0,0.0,1
user2328,7.0,17.0,1.0,0.0,0.0,0
user2329,9.0,18.0,2.0,0.0,0.0,2
user2330,9.0,16.0,2.0,0.0,0.0,1
user2331,10.0,18.0,3.0,0.0,0.0,3
user2332,7.0,13.0,1.0,0.0,0.0,1
user2333,6.0,12.0,3.0,0.0,0.0,3
user2334,7.0,17.0,3.0,0.0,0.0,2
user2335,9.0,15.0,3.0,0.0,0.0,3
user2336,8.0,18.0,2.0,0.0,0.0,1
user2337,7.0,14.0,1.0,0.0,0.0,1
user2338,8.0,14.0,3.0,0.0,0.0,2
user2339,8.0,18.0,1.0,0.0,0.0,1
user2340,10.0,16.0,1.0,0.0,1.0,0
user2341,6.0,14.0,2.0,0.0,0.0,0
user2342,8.0,18.0,3.0,0.0,0.0,2
user2343,10.0,17.0,1.0,0.0,0.0,0
user2344,7.0,15.0,3.0,0.0,0.0,2
user2345,9.0,18.0,1.0,0.0,0.0,1
user2346,6.0,13.0,1.0,0.0,0.0,1
user2347,9.0,18.0,1.0,0.0,0.0,1
user2348,10.0,18.0,3.0,0.0,1.0,1
user2349,9.0,18.0,2.0,0.0,0.0,1
user2350,6.0,16.0,3.0,0.0,0.0,0
user2351,8.0,16.0,1.0,0.0,0.0,1
user2352,10.0,16.0,1.0,0.0,0.0,1
user2353,7.0,15.0,3.0,0.0,0.0,2
user2354,8.0,15.0,3.0,0.0,0.0,1
user2355,8.0,14.0,1.0,0.0,0.0,1
user2356,8.0,18.0,1.0,0.0,0.0,1
user2357,7.0,17.0,2.0,0.0,0.0,1
user2358,9.0,19.0,1.0,0.0,0.0,1
user2359,6.0,14.0,3.0,0.0,0.0,3
user2360,8.0,14.0,3.0,0.0,0.0,3
user2361,8.0,14.0,3.0,0.0,0.0,1
user2362,9.0,16.0,3.0,0.0,0.0,2
user2363,8.0,16.0,1.0,0.0,0.0,0
user2364,7.0,15.0,2.0,0.0,0.0,1
user2365,7.0,15.0,3.0,0.0,0.0,0
user2366,6.0,13.0,1.0,0.0,0.0,1
user2367,6.0,16.0,1.0,0.0,0.0,1
user2368,6.0,15.0,2.0,0.0,0.0,2
user2369,10.0,17.0,1.0,0.0,0.0,1
user2370,8.0,17.0,2.0,0.0,0.0,0
user2371,10.0,18.0,2.0,0.0,0.0,1
user2372,7.0,13.0,2.0,0.0,0.0,2
user2373,10.0,17.0,1.0,0.0,0.0,1
user2374,7.0,13.0,1.0,0.0,0.0,1
user2375,9.0,19.0,1.0,0.0,0.0,0
user2376,6.0,14.0,2.0,0.0,0.0,1
user2377,6.0,16.0,2.0,0.0,1.0,2
user2378,6.0,15.0,1.0,0.0,0.0,0
user2379,6.0,16.0,1.0,0.0,0.0,0
user2380,8.0,18.0,1.0,0.0,0.0,0
user2381,8.0,15.0,3.0,0.0,0.0,1
user2382,8.0,15.0,1.0,0.0,0.0,1
user2383,8.0,18.0,1.0,0.0,1.0,0
user2384,8.0,17.0,3.0,0.0,0.0,2
user2385,6.0,13.0,2.0,0.0,1.0,1
user2386,7.0,13.0,3.0,0.0,0.0,3
user2387,6.0,16.0,3.0,0.0,0.0,3
user2388,10.0,17.0,3.0,0.0,0.0,3
user2389,10.0,20.0,3.0,0.0,1.0,2
user2390,8.0,15.0,3.0,0.0,0.0,3
user2391,8.0,15.0,2.0,0.0,0.0,1
user2392,7.0,15.0,1.0,0.0,0.0,1
user2393,10.0,18.0,1.0,0.0,0.0,1
user2394,10.0,16.0,1.0,0.0,0.0,1
user2395,7.0,16.0,3.0,0.0,0.0,1
user2396,6.0,15.0,2.0,0.0,0.0,1
user2397,6.0,15.0,3.0,0.0,0.0,3
user2398,9.0,19.0,2.0,0.0,1.0,0
user2399,10.0,19.0,2.0,0.0,2.0,2
user2400,10.0,18.0,1.0,0.0,0.0,1
user2401,8.0,15.0,3.0,0.0,0.0,3
user2402,10.0,19.0,1.0,0.0,0.0,0
user2403,10.0,16.0,3.0,0.0,0.0,3
user2404,9.0,18.0,3.0,0.0,0.0,3
user2405,8.0,17.0,1.0,0.0,0.0,0
user2406,9.0,16.0,1.0,0.0,0.0,1
user2407,7.0,17.0,1.0,0.0,0.0,1
user2408,8.0,16.0,1.0,0.0,0.0,1
user2409,9.0,17.0,1.0,0.0,0.0,0
user2410,8.0,17.0,1.0,0.0,0.0,0
user2411,6.0,15.0,1.0,0.0,0.0,1
user2412,6.0,15.0,3.0,0.0,0.0,3
user2413,9.0,16.0,3.0,0.0,0.0,1
user2414,8.0,16.0,2.0,0.0,0.0,1
user2415,10.0,17.0,2.0,0.0,0.0,2
user2416,10.0,19.0,1.0,0.0,0.0,1
user2417,6.0,16.0,2.0,0.0,0.0,2
user2418,6.0,14.0,2.0,0.0,0.0,1
user2419,10.0,19.0,2.0,0.0,1.0,1
user2420,10.0,17.0,3.0,0.0,0.0,2
user2421,10.0,20.0,2.0,0.0,0.0,2
user2422,7.0,16.0,3.0,0.0,0.0,1
user2423,6.0,13.0,3.0,0.0,0.0,2
user2424,10.0,19.0,1.0,0.0,0.0,0
user2425,10.0,18.0,3.0,0.0,0.0,2
user2426,10.0,17.0,3.0,0.0,0.0,1
user2427,7.0,13.0,3.0,0.0,0.0,3
user2428,10.0,19.0,3.0,0.0,1.0,3
user2429,6.0,16.0,2.0,0.0,0.0,1
user2430,9.0,19.0,3.0,0.0,0.0,1
user2431,6.0,15.0,2.0,0.0,0.0,1
user2432,7.0,16.0,2.0,0.0,0.0,1
user2433,6.0,12.0,3.0,0.0,0.0,1
user2434,10.0,19.0,3.0,0.0,0.0,3
user2435,8.0,14.0,2.0,0.0,0.0,2
user2436,6.0,13.0,2.0,0.0,0.0,1
user2437,10.0,16.0,3.0,0.0,0.0,2
user2438,7.0,14.0,3.0,0.0,0.0,2
user2439,9.0,17.0,2.0,0.0,0.0,2
user2440,9.0,19.0,2.0,0.0,0.0,1
user2441,9.0,16.0,1.0,0.0,0.0,1
user2442,8.0,18.0,2.0,0.0,0.0,1
user2443,8.0,17.0,1.0,0.0,0.0,1
user2444,8.0,18.0,3.0,0.0,1.0,2
user2445,6.0,16.0,1.0,0.0,0.0,1
user2446,9.0,16.0,1.0,0.0,0.0,1
user2447,8.0,16.0,1.0,0.0,0.0,1
user2448,10.0,16.0,3.0,0.0,0.0,3
user2449,10.0,18.0,3.0,0.0,0.0,2
user2450,6.0,14.0,2.0,0.0,0.0,1
